congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,K000378,Kinzinger,IL,16,R,96,0.989583333333333,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,77,0.857142857142857,0.84771225,17.2
0,house,K000379,Kennedy,MA,4,Democrat,168,0.107142857142857,0.17439551,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.172413793103448,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,81,0.037037037037037,0.05380126,-24.2
0,house,K000380,Kildee,MI,5,Democrat,174,0.132183908045977,0.39442071,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.204301075268817,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,81,0.0493827160493827,0.15306217,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,175,0.177142857142857,0.27387549,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.284210526315789,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,80,0.05,0.0810044,-12.3
0,house,K000382,Kuster,NH,2,Democrat,174,0.229885057471264,0.43254103,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.372340425531915,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,80,0.0625,0.18760087,-2.4
0,house,K000385,Kelly,IL,2,Democrat,176,0.0909090909090909,0.1065699,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.136842105263158,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,81,0.037037037037037,0.03826127,-58.9
0,house,K000386,Katko,NY,24,Republican,169,0.757396449704142,0.42118797,-3.6
115,house,K000386,Katko,NY,24,R,95,0.905263157894737,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,74,0.567567567567568,0.17268664,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.989473684210526,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.989473684210526,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,174,0.954022988505747,0.95106868,33
115,house,K000388,Kelly,MS,1,R,95,0.926315789473684,0.94833029,33
116,house,K000388,Kelly,MS,1,R,79,0.987341772151899,0.95436169,33
0,house,K000389,Khanna,CA,17,Democrat,175,0.114285714285714,0.10888709,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.159574468085106,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,81,0.0617283950617284,0.039628,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.223404255319149,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.223404255319149,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,176,0.164772727272727,0.19080809,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.263157894736842,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,81,0.0493827160493827,0.05682014,-21.7
0,house,K000392,Kustoff,TN,8,Republican,174,0.948275862068966,0.95253537,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.927083333333333,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,78,0.974358974358974,0.95584039,35.6
0,house,K000394,Kim,NJ,3,Democrat,81,0.0493827160493827,0.48139335,6.2
116,house,K000394,Kim,NJ,3,D,81,0.0493827160493827,0.48139335,6.2
0,house,K000395,Keller,PA,12,Republican,51,0.941176470588235,0.95024781,36.4
116,house,K000395,Keller,PA,12,R,51,0.941176470588235,0.95024781,36.4
0,house,L000263,Levin,MI,9,Democrat,95,0.178947368421053,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.178947368421053,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,160,0.08125,0.09768305,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,67,0.0447761194029851,0.02483663,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,172,0.127906976744186,0.11681813,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.189473684210526,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,77,0.051948051948052,0.04222549,-51.4
0,house,L000480,Lowey,NY,17,Democrat,174,0.120689655172414,0.1977307,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.191489361702128,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,80,0.0375,0.05975959,-20.2
0,house,L000491,Lucas,OK,3,Republican,173,0.971098265895954,0.95624977,52.7
115,house,L000491,Lucas,OK,3,R,96,0.989583333333333,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,77,0.948051948051948,0.9647567,52.7
0,house,L000551,Lee,CA,13,Democrat,175,0.0742857142857143,0.08974923,-80.6
115,house,L000551,Lee,CA,13,D,94,0.0957446808510638,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,81,0.0493827160493827,0.03418318,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.822916666666667,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.822916666666667,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,171,0.16374269005848,0.17993934,-23.1
115,house,L000557,Larson,CT,1,D,91,0.263736263736264,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,80,0.05,0.05572889,-23.1
0,house,L000559,Langevin,RI,2,Democrat,175,0.171428571428571,0.34256729,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.265957446808511,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,81,0.0617283950617284,0.11546019,-7.1
0,house,L000560,Larsen,WA,2,Democrat,175,0.137142857142857,0.18951417,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.221052631578947,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,80,0.0375,0.05698525,-22.1
0,house,L000562,Lynch,MA,8,Democrat,174,0.189655172413793,0.16656122,-26
115,house,L000562,Lynch,MA,8,D,93,0.311827956989247,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,81,0.0493827160493827,0.05202056,-26
0,house,L000563,Lipinski,IL,3,Democrat,171,0.239766081871345,0.23611784,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.408602150537634,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,78,0.0384615384615385,0.05809202,-15.3
0,house,L000564,Lamborn,CO,5,Republican,177,0.943502824858757,0.93075181,24
115,house,L000564,Lamborn,CO,5,R,96,0.927083333333333,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,81,0.962962962962963,0.92307434,24
0,house,L000565,Loebsack,IA,2,Democrat,176,0.215909090909091,0.59537536,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.357894736842105,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,81,0.0493827160493827,0.39220877,4.1
0,house,L000566,Latta,OH,5,Republican,177,0.954802259887006,0.93476828,25.1
115,house,L000566,Latta,OH,5,R,96,0.958333333333333,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,81,0.950617283950617,0.92909492,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.864583333333333,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.864583333333333,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,174,0.971264367816092,0.95405301,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.978723404255319,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,80,0.9625,0.95922851,39
0,house,L000570,Luján,NM,3,Democrat,176,0.119318181818182,0.24224427,-15.1
115,house,L000570,Luján,NM,3,D,95,0.178947368421053,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,81,0.0493827160493827,0.07009089,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.831325301204819,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.831325301204819,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,168,0.94047619047619,0.95741494,45.7
115,house,L000576,Long,MO,7,R,88,0.931818181818182,0.95179303,45.7
116,house,L000576,Long,MO,7,R,80,0.95,0.96359904,45.7
0,house,L000578,LaMalfa,CA,1,Republican,175,0.948571428571429,0.90634646,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.957894736842105,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,80,0.9375,0.88616576,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,173,0.104046242774566,0.14584791,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826087,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,81,0.037037037037037,0.04787671,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,169,0.118343195266272,0.10320061,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.182795698924731,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,76,0.0394736842105263,0.04022611,-60.9
0,house,L000582,Lieu,CA,33,Democrat,168,0.125,0.1220234,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.202247191011236,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,79,0.0379746835443038,0.04445919,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,159,0.918238993710692,0.93425216,25
115,house,L000583,Loudermilk,GA,11,R,93,0.881720430107527,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,66,0.96969696969697,0.92886565,25
0,house,L000584,Love,UT,4,Republican,94,0.957446808510638,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.957446808510638,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,175,0.948571428571429,0.94057224,27.3
115,house,L000585,LaHood,IL,18,R,96,0.947916666666667,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,79,0.949367088607595,0.93730823,27.3
0,house,L000586,Lawson,FL,5,Democrat,168,0.232142857142857,0.17462528,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.377777777777778,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,78,0.0641025641025641,0.05454553,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.903225806451613,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.903225806451613,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,106,0.226415094339623,0.47317351,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,81,0.0864197530864197,0.33346027,2.6
0,house,L000589,Lesko,AZ,8,Republican,104,0.951923076923077,0.90799701,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,79,0.962025316455696,0.90072223,21.1
0,house,L000590,Lee,NV,3,Democrat,80,0.0625,0.27834176,1
116,house,L000590,Lee,NV,3,D,80,0.0625,0.27834176,1
0,house,L000591,Luria,VA,2,Democrat,80,0.1,0.36293139,3.4
116,house,L000591,Luria,VA,2,D,80,0.1,0.36293139,3.4
0,house,L000592,Levin,MI,9,Democrat,81,0.037037037037037,0.1087803,-7.8
116,house,L000592,Levin,MI,9,D,81,0.037037037037037,0.1087803,-7.8
0,house,L000593,Levin,CA,49,Democrat,81,0.037037037037037,0.11154775,-7.5
116,house,L000593,Levin,CA,49,D,81,0.037037037037037,0.11154775,-7.5
0,house,M000087,Maloney,NY,12,Democrat,174,0.109195402298851,0.09900059,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.170212765957447,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,80,0.0375,0.03643192,-69.8
0,house,M000312,McGovern,MA,2,Democrat,175,0.0914285714285714,0.20560117,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.138297872340426,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,81,0.037037037037037,0.06035738,-19.4
0,house,M000687,Mfume,MD,7,Democrat,9,0,0.02492503,-55.6
116,house,M000687,Mfume,MD,7,D,9,0,0.02492503,-55.6
0,house,M001137,Meeks,NY,5,Democrat,170,0.152941176470588,0.09910161,-73
115,house,M001137,Meeks,NY,5,D,93,0.236559139784946,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,77,0.051948051948052,0.03724614,-73
0,house,M001143,McCollum,MN,4,Democrat,175,0.108571428571429,0.15171254,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.170212765957447,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,81,0.037037037037037,0.04830738,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.979166666666667,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.979166666666667,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,172,0.965116279069767,0.93414841,24.6
115,house,M001156,McHenry,NC,10,R,94,0.98936170212766,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,78,0.935897435897436,0.92487189,24.6
0,house,M001157,McCaul,TX,10,Republican,177,0.96045197740113,0.73500629,9.1
115,house,M001157,McCaul,TX,10,R,96,0.989583333333333,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,81,0.925925925925926,0.6060644,9.1
0,house,M001158,Marchant,TX,24,Republican,154,0.935064935064935,0.67559175,6.2
115,house,M001158,Marchant,TX,24,R,94,0.946808510638298,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,60,0.916666666666667,0.47658926,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,171,0.947368421052632,0.82440126,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.979166666666667,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,75,0.906666666666667,0.74739183,13.1
0,house,M001160,Moore,WI,4,Democrat,171,0.0818713450292398,0.11023593,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989011,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,80,0.05,0.04044807,-52.2
0,house,M001163,Matsui,CA,6,Democrat,176,0.113636363636364,0.12256868,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.178947368421053,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,81,0.037037037037037,0.04214887,-44.8
0,house,M001165,McCarthy,CA,23,Republican,175,0.977142857142857,0.92141518,22
115,house,M001165,McCarthy,CA,23,R,94,0.98936170212766,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,81,0.962962962962963,0.90898714,22
0,house,M001166,McNerney,CA,9,Democrat,171,0.12280701754386,0.21231968,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.193548387096774,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,78,0.0384615384615385,0.06351995,-18.6
0,house,M001177,McClintock,CA,4,Republican,174,0.879310344827586,0.85166619,14.7
115,house,M001177,McClintock,CA,4,R,95,0.810526315789474,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,79,0.962025316455696,0.7976433,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.979166666666667,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,177,0.943502824858757,0.95577796,41.6
115,house,M001180,McKinley,WV,1,R,96,0.979166666666667,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,81,0.901234567901235,0.96168568,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.887323943661972,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.887323943661972,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,172,0.715116279069767,0.95705627,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,76,0.828947368421053,0.96603481,35.9
0,house,M001185,Maloney,NY,18,Democrat,174,0.21264367816092,0.53179356,1.9
115,house,M001185,Maloney,NY,18,D,93,0.354838709677419,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,81,0.0493827160493827,0.30809412,1.9
0,house,M001187,Meadows,NC,11,Republican,160,0.9125,0.95132977,29.2
115,house,M001187,Meadows,NC,11,R,93,0.89247311827957,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,67,0.940298507462687,0.94692081,29.2
0,house,M001188,Meng,NY,6,Democrat,173,0.127167630057803,0.14201007,-33
115,house,M001188,Meng,NY,6,D,93,0.204301075268817,0.2231871,-33
116,house,M001188,Meng,NY,6,D,80,0.0375,0.04764178,-33
0,house,M001189,Messer,IN,6,Republican,92,0.945652173913043,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.945652173913043,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,165,0.945454545454545,0.9606652,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,71,0.971830985915493,0.9754053,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.947916666666667,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.947916666666667,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,177,0.966101694915254,0.93373847,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.989583333333333,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,81,0.938271604938272,0.92755543,24.8
0,house,M001195,Mooney,WV,2,Republican,177,0.875706214689266,0.95334302,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,81,0.91358024691358,0.95718965,36.4
0,house,M001196,Moulton,MA,6,Democrat,171,0.146198830409357,0.22303586,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.234042553191489,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,77,0.038961038961039,0.06621959,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,173,0.982658959537572,0.95579338,45
115,house,M001198,Marshall,KS,1,R,96,0.979166666666667,0.95065581,45
116,house,M001198,Marshall,KS,1,R,77,0.987012987012987,0.96219865,45
0,house,M001199,Mast,FL,18,Republican,170,0.905882352941176,0.74745043,9.2
115,house,M001199,Mast,FL,18,R,96,0.927083333333333,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,74,0.878378378378378,0.6208922,9.2
0,house,M001200,McEachin,VA,4,Democrat,157,0.146496815286624,0.20771613,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.206521739130435,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,65,0.0615384615384615,0.06828202,-21.6
0,house,M001201,Mitchell,MI,10,Republican,174,0.959770114942529,0.94871647,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,78,0.948717948717949,0.94936207,32.2
0,house,M001202,Murphy,FL,7,Democrat,176,0.3125,0.34118823,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.505263157894737,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,81,0.0864197530864197,0.11347129,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,81,0.0493827160493827,0.21702669,-1.1
116,house,M001203,Malinowski,NJ,7,D,81,0.0493827160493827,0.21702669,-1.1
0,house,M001204,Meuser,PA,9,Republican,78,0.974358974358974,0.95246182,34
116,house,M001204,Meuser,PA,9,R,78,0.974358974358974,0.95246182,34
0,house,M001205,Miller,WV,3,Republican,80,1,0.96494089,49.2
116,house,M001205,Miller,WV,3,R,80,1,0.96494089,49.2
0,house,M001206,Morelle,NY,25,Democrat,82,0.0731707317073171,0.08987246,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.666666666666667,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,79,0.0506329113924051,0.06816058,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,81,0.0493827160493827,0.06683557,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,81,0.0493827160493827,0.06683557,-16.3
0,house,M001208,McBath,GA,6,Democrat,81,0.0617283950617284,0.29426153,1.5
116,house,M001208,McBath,GA,6,D,81,0.0617283950617284,0.29426153,1.5
0,house,M001209,McAdams,UT,4,Democrat,81,0.209876543209877,0.50318152,6.7
116,house,M001209,McAdams,UT,4,D,81,0.209876543209877,0.50318152,6.7
0,house,M001210,Murphy,NC,3,Republican,33,0.96969696969697,0.91913475,23.6
116,house,M001210,Murphy,NC,3,R,33,0.96969696969697,0.91913475,23.6
0,house,N000002,Nadler,NY,10,Democrat,170,0.111764705882353,0.10573932,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.173913043478261,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,78,0.0384615384615385,0.0308092,-59.5
0,house,N000015,Neal,MA,1,Democrat,173,0.132947976878613,0.19815698,-20.7
115,house,N000015,Neal,MA,1,D,94,0.202127659574468,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,79,0.0506329113924051,0.05944616,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.277777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.277777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,161,0.0993788819875776,0.1379832,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.160493827160494,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,80,0.0375,0.0448397,-38.9
0,house,N000181,Nunes,CA,22,Republican,172,0.970930232558139,0.74219612,9.5
115,house,N000181,Nunes,CA,22,R,92,0.989130434782609,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,80,0.95,0.62237441,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.922222222222222,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.922222222222222,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,173,0.121387283236994,0.17457934,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.206521739130435,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,81,0.0246913580246914,0.05348441,-24.5
0,house,N000189,Newhouse,WA,4,Republican,170,0.929411764705882,0.9260153,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.966666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,80,0.8875,0.91493985,22.8
0,house,N000190,Norman,SC,5,Republican,139,0.913669064748201,0.88112254,18.5
115,house,N000190,Norman,SC,5,R,62,0.838709677419355,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,77,0.974025974025974,0.86881999,18.5
0,house,N000191,Neguse,CO,2,Democrat,81,0.037037037037037,0.05737572,-21.3
116,house,N000191,Neguse,CO,2,D,81,0.037037037037037,0.05737572,-21.3
0,house,O000168,Olson,TX,22,Republican,171,0.95906432748538,0.7040029,7.9
115,house,O000168,Olson,TX,22,R,94,0.968085106382979,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,77,0.948051948051948,0.55299885,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.301075268817204,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.301075268817204,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,177,0.31638418079096,0.5168497,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.541666666666667,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,81,0.0493827160493827,0.28093306,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,81,0.135802469135802,0.03849792,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,81,0.135802469135802,0.03849792,-57.9
0,house,O000173,Omar,MN,5,Democrat,79,0.0632911392405063,0.04013797,-55.2
116,house,O000173,Omar,MN,5,D,79,0.0632911392405063,0.04013797,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,176,0.0738636363636364,0.23743045,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.115789473684211,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,81,0.0246913580246914,0.0686723,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,173,0.127167630057803,0.14958914,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,80,0.025,0.04872185,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,124,0.17741935483871,0.12988898,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.208791208791209,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,33,0.0909090909090909,0.07741746,-77.5
0,house,P000258,Peterson,MN,7,Democrat,171,0.47953216374269,0.95095743,30.8
115,house,P000258,Peterson,MN,7,D,91,0.67032967032967,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,80,0.2625,0.95613381,30.8
0,house,P000523,Price,NC,4,Democrat,176,0.125,0.13021356,-40
115,house,P000523,Price,NC,4,D,95,0.189473684210526,0.20384318,-40
116,house,P000523,Price,NC,4,D,81,0.0493827160493827,0.04385784,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.89247311827957,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.89247311827957,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.923076923076923,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.923076923076923,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,175,0.177142857142857,0.27578955,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.284210526315789,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,80,0.05,0.07870852,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,173,0.104046242774566,0.23939357,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.182795698924731,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,80,0.0125,0.05962106,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.170454545454545,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.170454545454545,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,174,0.896551724137931,0.91476608,20.7
115,house,P000599,Posey,FL,8,R,93,0.89247311827957,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,81,0.901234567901235,0.89703147,20.7
0,house,P000601,Palazzo,MS,4,Republican,166,0.969879518072289,0.95730042,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.956521739130435,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,74,0.986486486486487,0.96203996,41.2
0,house,P000604,Payne,NJ,10,Democrat,159,0.0817610062893082,0.08645042,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.114942528735632,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,72,0.0416666666666667,0.03995082,-72.4
0,house,P000605,Perry,PA,10,Republican,174,0.902298850574713,0.78000609,8.9
115,house,P000605,Perry,PA,4,R,95,0.852631578947368,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,79,0.962025316455696,0.59879769,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,167,0.0958083832335329,0.13542202,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.127906976744186,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,81,0.0617283950617284,0.04518951,-36.8
0,house,P000608,Peters,CA,52,Democrat,174,0.206896551724138,0.18467539,-22.5
115,house,P000608,Peters,CA,52,D,94,0.351063829787234,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,80,0.0375,0.05647088,-22.5
0,house,P000609,Palmer,AL,6,Republican,174,0.942528735632184,0.96501012,44.7
